ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL030W	0.2404	1474	20001203974	618.969	529.283	89.686	-1.076	2.775	
YAL031C	0.01527	9603	20000809684	38011.457	6747.067	31264.390	-18.48	696.8	
YAL032C	0.005799	7619	20000157545	3898.933	2669.236	1229.697	-4.073	130.6	
YAL033W	0.07453	2593	20007459876	1055.913	837.814	218.098	-1.517	7.444	
YAL034C	0.001526	8779	20003018570	5430.975	3799.820	1631.155	-3.726	429.1	
YAL034WA	0.006985	5457	20001038166	2832.308	1858.325	973.983	-2.677	82.03	
YAL035W	0.2857	1818	20038030713	94058.658	9769.743	84288.915	-26.02	951.6	
YAL036C	0.3492	1829	20006801993	3610.736	2031.912	1578.824	-4.356	30.97	
YAL037W	0.008014	5224	20003980451	2360.100	1649.576	710.523	-2.528	61.75	
YAL038W	14.56	880	20007056727	7088.695	3004.352	4084.343	-6.995	79.89	
YAL039C	0.2378	2026	20018790215	2315.845	1379.194	936.651	-3.321	19	
YAL040C	0.01916	8607	20000770587	12304.975	4320.794	7984.181	-11.18	328.1	
YAL041W	0.01412	9698	20000104570	35618.427	8519.021	27099.406	-22.16	1090	
YAL042W	0.4625	1517	20003450933	5294.752	2376.407	2918.346	-5.316	47.55	
YAL043C	0.02276	8587	20004168014	55221.887	7043.427	48178.460	-18.13	693.7	
YAL044C	1.007	853	20006785096	1034.555	773.888	260.667	-1.692	4.268	
YAL046C	0.06163	2004	20009656013	662.973	550.191	112.782	-1.024	5.091	
YAL047C	0.006219	9448	20000073942	15853.352	5421.686	10431.666	-13.54	679.8	
YAL048C	0.00264	12427	20002408610	16686.566	6794.398	9892.168	-14.4	1154	
YAL049C	0.2205	2264	20004142176	1711.432	1224.981	486.451	-2.161	10.54	
YAL051W	0.01629	9435	20007204324	96035.695	12401.097	83634.598	-31.54	1876	
YAL053W	0.148	2830	20007739497	33385.560	6342.083	27043.477	-14.49	370.3	
YAL054C	0.003736	13169	20001732643	18959.019	7615.924	11343.095	-16.04	1172	
YAL055W	0.08669	2599	20004928543	1133.358	876.970	256.388	-1.588	7.315	
YAL056W	0.0126	10259	20002713908	43442.632	8952.854	34489.778	-22.67	1026	
YAL058W	0.05662	5229	20006402183	8007.424	3244.939	4762.485	-8.012	116.1	
YAL059W	0.1477	2514	20008108021	1421.517	1040.328	381.188	-2.043	10.39	
YAL060W	0.1071	3637	20000566285	4054.359	2172.017	1882.341	-4.72	40.16	
YAL061W	0.01077	7538	20004441232	4647.459	2913.607	1733.852	-4.881	130.8	
YAL062W	0.02865	6485	20003217704	5793.482	2940.703	2852.778	-6.389	99.66	
YAL063C	0.000671	25327	20000623941	485236.219	36780.540	448455.679	-113.4	3.832e+04	
YAL064CA	0.004815	2658	20004285610	656.082	641.293	14.789	-0.07176	6.445	
YAL064W	0.005307	2293	20051719459	605.324	542.279	63.045	-0.5552	8.511	
YAL064WB	0.005464	2981	20002745366	678.821	642.086	36.735	-0.2081	7.161	
YAL065C	0.002324	3058	20004619258	719.166	690.169	28.997	-0.04104	12.89	
YAL067C	0.003482	10688	20001372269	11296.846	5769.407	5527.438	-10	780.7	
YAL068C	0.05321	2471	20010284578	654.052	550.460	103.592	-0.8806	3.494	
YAR002CA	0.3306	1727	20019787496	1601.069	1059.404	541.665	-2.176	8.56	
YAR002W	0.08884	4267	20000362661	8561.257	3491.969	5069.288	-8.449	127.1	
YAR003W	0.01736	6581	20001450585	5545.297	2830.347	2714.951	-6.231	131	
YAR007C	0.07204	4387	20001922459	14115.659	4351.676	9763.983	-10	175	
YAR008W	0.06365	3706	20001505807	2174.685	1445.908	728.777	-2.987	24.35	
YAR014C	0.01781	8362	20011059930	23890.898	5705.727	18185.171	-14.61	452.4	
YAR015W	0.2413	2283	20008227682	2565.150	1591.884	973.266	-3.396	21.23	
YAR018C	0.02681	5528	20016864711	5823.119	2706.115	3117.004	-6.651	97.95	
YAR019C	0.004468	14554	20001122953	74248.168	12389.687	61858.481	-33.39	3094	
YAR020C	0.9946	740	20042251499	255.214	235.296	19.919	-0.4176	0.4302	
YAR023C	0.005318	3541	20002320748	1185.295	1055.603	129.692	-0.2108	23.34	
YAR027W	0.05885	3421	20011251110	1623.395	1209.697	413.698	-2.3	15.84	
YAR028W	0.02089	4191	20009172358	1776.877	1264.979	511.899	-2.273	26.92	
YAR029W	0.002071	1316	20013181957	353.589	347.316	6.274	0.04496	2.148	
YAR031W	0.002175	5521	20001444834	2343.274	2032.483	310.791	-2.009	96.38	
YAR033W	0.0186	4384	20005223249	1786.177	1285.488	500.689	-2.138	25.78	
YAR035W	0.01023	10566	20003276388	22718.423	6041.140	16677.284	-15.17	616.9	
YAR042W	0.01532	9702	20008821926	182384.758	15535.705	166849.053	-40.82	2878	
YAR050W	0.001264	24237	20001754240	2143010.540	41860.484	2101150.055	-140.9	3.894e+04	
YAR064W	0.001266	2054	20000132363	533.966	470.491	63.475	-0.2836	3.791	
YAR066W	0.005157	4786	20005374470	1302.864	1205.655	97.209	-0.2951	31.89	
YAR068W	0.01535	3897	20002075144	1115.020	834.706	280.314	-1.818	22.15	
YAR071W	0.3374	1613	20005434877	5265.540	2819.799	2445.741	-6.041	67.52	
YBL001C	0.2903	1207	20068276426	541.150	460.715	80.435	-1.073	2.651	
YBL002W	0.7558	956	20062601002	720.818	584.319	136.500	-1.344	3.552	
YBL003C	0.7568	1092	20028779399	776.091	593.344	182.746	-1.118	2.599	
YBL004W	0.01949	3968	20002312869	114948267.740	165473.107	114782794.634	-423.9	2.543e+05	
YBL005W	0.02043	9017	20000581844	87736.186	10353.625	77382.561	-26.44	1328	
YBL006C	0.1949	1966	20005330290	1300.425	869.152	431.273	-2.001	8.341	
YBL007C	0.1244	3575	20008790471	367940.100	16033.297	351906.803	-48.5	3500	
YBL008W	0.004643	13354	20001405572	48284.539	9126.660	39157.879	-23.88	1673	
YBL009W	0.008552	10158	20002677771	21847.401	6040.470	15806.931	-15.67	708.5	
YBL010C	0.004229	5239	20006006045	2759.512	1872.112	887.400	-2.045	89.54	
YBL011W	0.05449	5269	20010167088	28231.765	6099.388	22132.378	-15.03	362	
YBL013W	0.001373	9061	20000323089	5233.476	3688.722	1544.754	-3.675	387.4	
