ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL027W	0.02962	5452	20002423984	1117.281	1113.187	4.094	-0.009707	0.2502	
YAL028W	0.00626	11059	20004004238	2402.028	2377.088	24.940	-0.09523	1.369	
YAL029C	0.0107	29314	20000473603	8475.456	8503.446	-27.990	0.1028	18.84	
YAL030W	0.2404	2536	20000902163	483.960	483.504	0.456	-0.002439	0.02743	
YAL031C	0.01527	16476	20001050276	3691.785	3697.765	-5.980	-0.006249	3.638	
YAL032C	0.005799	7940	20006796354	1654.015	1662.811	-8.796	0.02505	0.42	
YAL033W	0.07453	3551	20002893691	725.511	724.749	0.762	0.01148	0.08593	
YAL034C	0.001526	8757	20000850948	1824.863	1813.685	11.178	-0.0705	0.7322	
YAL034WA	0.006985	5904	20001934698	1243.600	1243.331	0.269	-0.002044	0.3833	
YAL035W	0.2857	20526	20000144809	5127.796	5147.439	-19.643	0.006299	6.857	
YAL036C	0.3492	7931	20000543578	1624.070	1617.710	6.360	-0.009515	0.6015	
YAL037W	0.008014	5567	20000821330	1147.488	1147.075	0.413	-0.002218	0.3504	
YAL038W	14.56	11222	20001598579	2241.824	2208.193	33.630	-0.107	0.8278	
YAL039C	0.2378	5411	20000559653	1148.320	1143.128	5.192	-0.02867	0.2306	
YAL040C	0.01916	12629	20001115981	2635.320	2676.778	-41.458	0.02518	1.937	
YAL041W	0.01412	16936	20001432238	4201.399	4186.189	15.210	0.01258	4.241	
YAL042W	0.4625	8812	20001036873	1822.787	1831.570	-8.783	0.04086	0.6387	
YAL043C	0.02276	16869	20000351536	3876.564	3855.256	21.307	0.02967	3.875	
YAL044C	1.007	3685	20004097853	707.337	711.826	-4.488	0.003972	0.1103	
YAL046C	0.06163	2517	20001985325	490.657	488.640	2.017	-0.01964	0.04757	
YAL047C	0.006219	12034	20001473664	2909.089	2891.337	17.752	-0.03246	2.266	
YAL048C	0.00264	13422	20001947815	3093.479	3147.690	-54.211	0.1276	2.711	
YAL049C	0.2205	5183	20011176141	1037.533	1038.547	-1.014	-0.006407	0.1833	
YAL051W	0.01629	21430	20000822821	5447.592	5415.961	31.632	0.03709	7.918	
YAL053W	0.148	16862	20000062700	3753.704	3751.684	2.021	-0.01646	3.297	
YAL054C	0.003736	15882	20001553328	3394.328	3331.334	62.994	-0.0624	2.121	
YAL055W	0.08669	3776	20008677005	757.785	753.278	4.507	0.008666	0.08897	
YAL056W	0.0126	17803	20000447064	4351.443	4335.272	16.171	-0.005234	3.941	
YAL058W	0.05662	10282	20000087858	2286.025	2283.274	2.751	0.08101	1.061	
YAL059W	0.1477	4402	20000725089	892.256	897.354	-5.098	0.03726	0.1559	
YAL060W	0.1071	8180	20005783734	1674.838	1659.587	15.251	-0.04287	0.4473	
YAL061W	0.01077	8908	20003097764	1865.846	1829.692	36.153	-0.01261	0.5702	
YAL062W	0.02865	9701	20000116200	2034.855	2008.721	26.134	-0.06757	0.6549	
YAL063C	0.000671	32093	20001444835	7613.095	7443.312	169.783	-0.05593	15.08	
YAL064CA	0.004815	2716	20014331877	521.284	521.638	-0.354	-0.003641	0.05037	
YAL064W	0.005307	2261	20002347767	447.393	448.843	-1.450	0.001706	0.05697	
YAL064WB	0.005464	2938	20010517404	522.015	523.394	-1.379	-0.001997	0.05189	
YAL065C	0.002324	3051	20003535822	531.739	533.885	-2.145	0.01948	0.05846	
YAL067C	0.003482	11798	20001583082	2706.414	2716.248	-9.834	0.03293	1.614	
YAL068C	0.05321	2906	20012362945	498.950	495.228	3.722	-0.01615	0.03354	
YAR002CA	0.3306	4454	20000169209	926.142	924.175	1.967	-0.002705	0.1548	
YAR002W	0.08884	11257	20000067480	2427.767	2435.687	-7.921	-0.00159	1.134	
YAR003W	0.01736	8605	20002807869	1878.030	1899.170	-21.139	0.05068	0.8246	
YAR007C	0.07204	12406	20002686096	2881.085	2868.001	13.084	0.03147	1.565	
YAR008W	0.06365	5809	20002034357	1171.399	1165.684	5.716	-0.03878	0.2259	
YAR014C	0.01781	13729	20000344357	3346.067	3315.016	31.051	-0.01347	2.506	
YAR015W	0.2413	6359	20000197248	1314.850	1310.355	4.495	0.003407	0.253	
YAR018C	0.02681	8509	20005151506	1922.270	1931.654	-9.384	0.002932	0.7818	
YAR019C	0.004468	20103	20000667668	4950.620	4930.606	20.014	0.02631	6.322	
YAR020C	0.9946	1409	20005027868	226.358	226.204	0.154	-0.01786	0.006684	
YAR023C	0.005318	3644	20000087306	747.670	749.104	-1.434	0.00748	0.08201	
YAR027W	0.05885	4746	20002424678	995.921	991.111	4.810	-0.01446	0.1607	
YAR028W	0.02089	4741	20002223725	987.606	986.105	1.501	-0.01944	0.1868	
YAR029W	0.002071	1329	20018707980	305.493	304.324	1.169	-0.03123	0.01802	
YAR031W	0.002175	5609	20000060995	1284.919	1272.828	12.091	-0.01052	0.2547	
YAR033W	0.0186	4991	20003400101	984.739	998.039	-13.300	0.03902	0.2185	
YAR035W	0.01023	15095	20001164350	3270.807	3234.974	35.832	0.02497	2.222	
YAR042W	0.01532	24014	20000579220	6212.532	6340.126	-127.594	0.1077	8.572	
YAR050W	0.001264	37287	20001586608	9326.223	9235.435	90.788	-0.04677	24.54	
YAR064W	0.001266	2052	20009068070	409.284	408.989	0.294	-0.007046	0.03307	
YAR066W	0.005157	4796	20002889213	853.636	856.992	-3.356	0.04808	0.1404	
YAR068W	0.01535	4229	20001770438	683.618	681.880	1.738	0.004982	0.1799	
YAR071W	0.3374	9185	20001495922	2075.983	2059.894	16.089	-0.02678	0.774	
YBL001C	0.2903	2130	20003534050	430.117	429.440	0.677	-0.008877	0.04035	
YBL002W	0.7558	3072	20006294278	546.974	543.571	3.403	-0.003555	0.06235	
YBL003C	0.7568	3226	20013055615	550.681	549.662	1.019	-0.01287	0.06638	
YBL004W	0.01949	51889	20000104752	18937.348	19354.708	-417.360	0.1692	119.9	
YBL005W	0.02043	19633	20003833134	4907.389	4893.576	13.813	-0.08826	5.547	
YBL006C	0.1949	3970	20000800086	759.745	758.011	1.733	-0.01043	0.12	
YBL007C	0.1244	26884	20000800374	7024.646	6795.134	229.512	-0.002378	11.32	
YBL008W	0.004643	17923	20001033321	4095.132	4096.059	-0.927	0.02658	4.058	
YBL009W	0.008552	14110	20000155177	3218.398	3185.845	32.553	-0.01708	2.697	
YBL010C	0.004229	5332	20006561374	1206.748	1198.698	8.050	-0.03366	0.3385	
YBL011W	0.05449	16041	20002232896	3614.829	3667.756	-52.927	0.08924	2.935	
YBL013W	0.001373	9087	20003860890	1758.795	1789.596	-30.801	0.02264	0.7277	
YBL014C	0.008265	18063	20000095534	4559.555	4385.735	173.821	-0.1203	4.709	
YBL015W	0.06615	11565	20000005426	2391.647	2374.107	17.540	-0.02335	1.141	
YBL016W	0.05935	7370	20002341841	1538.017	1528.968	9.049	-0.04297	0.4252	
YBL017C	0.01178	31496	20001058766	9031.971	9128.310	-96.339	0.1222	18.97	
YBL018C	0.1121	2536	20005269012	553.124	558.711	-5.586	0.08247	0.08429	
YBL019W	0.006221	10780	20001967226	2370.018	2366.466	3.552	0.04199	1.203	
YBL020W	0.03439	12133	20000876505	2673.783	2658.874	14.909	0.05337	1.896	
YBL021C	0.05008	2794	20005030733	601.930	601.862	0.068	0.02444	0.07811	
YBL022C	0.1225	23608	20000208600	5891.111	5833.522	57.589	-0.1051	7.516	
YBL023C	0.01862	18466	20000710060	4329.258	4261.898	67.360	-0.09517	4.043	
YBL024W	0.1272	14016	20001193173	3196.965	3207.291	-10.326	0.01712	2.125	
YBL025W	0.02827	2763	20004122173	603.261	602.936	0.325	-0.01151	0.06068	
YBL026W	0.1588	1940	20007144421	393.430	392.971	0.458	-0.01196	0.03231	
YBL027W	3.059	4264	20006542122	793.860	793.126	0.734	-0.01088	0.08712	
YBL028C	0.06786	1993	20007583999	437.100	437.622	-0.522	-0.01264	0.04019	
YBL029W	0.002739	7781	20003533977	1664.231	1653.604	10.627	-0.0267	0.7189	
YBL030C	1.491	7468	20000775072	1377.513	1365.966	11.547	-0.01897	0.3389	
YBL031W	0.003607	7310	20006898582	1479.034	1472.532	6.502	-0.006705	0.5639	
YBL032W	0.07395	8254	20000743440	1656.099	1658.863	-2.764	-0.04105	0.5011	
YBL033C	0.07846	7438	20001735249	1516.662	1501.685	14.977	-0.0116	0.5517	
YBL034C	0.01999	29506	20000255416	8737.019	8671.242	65.777	0.05694	19.57	
YBL035C	0.04073	15176	20000269239	3358.825	3331.498	27.328	-0.03336	2.372	
YBL036C	0.1141	5163	20003678896	1100.322	1089.340	10.982	-0.029	0.191	
YBL037W	0.009072	21965	20000299699	5320.799	5247.565	73.234	-0.05467	6.845	
YBL038W	0.09736	4887	20002333494	988.222	982.986	5.236	-0.005608	0.1907	
YBL039C	0.4582	12112	20000394998	2652.623	2638.971	13.652	-0.02594	1.35	
YBL040C	0.1301	4494	20000277294	922.960	925.995	-3.035	0.062	0.152	
YBL041W	0.2396	4953	20003746403	1017.168	1017.581	-0.413	-0.008957	0.2018	
YBL042C	0.1333	13774	20001613496	2937.041	2908.775	28.266	-0.07549	1.47	
YBL043W	0.01797	5078	20004803613	1092.714	1090.152	2.562	0.005041	0.2174	
YBL044W	0.006793	2443	20008777246	506.986	508.977	-1.991	0.01783	0.05414	
YBL045C	0.1741	10050	20003143893	2023.809	2030.924	-7.115	-0.0551	0.9576	
YBL046W	0.01851	7676	20004126096	1955.324	1928.419	26.905	-0.05002	0.6879	
YBL047C	0.0317	29834	20000158812	7820.809	7813.457	7.352	0.0526	15.3	
YBL049W	0.003886	2670	20004978304	576.443	573.949	2.494	0.02431	0.05606	
YBL050W	0.1331	5732	20014421312	1257.757	1240.379	17.378	-0.07492	0.2909	
YBL051C	0.03351	13677	20000238956	3157.546	3206.505	-48.958	0.08099	2.922	
YBL052C	0.005879	16138	20000110953	4029.136	4062.253	-33.118	0.08482	3.294	
YBL054W	0.04812	11049	20000511303	2382.309	2377.792	4.517	-0.01322	1.191	
YBL055C	0.09544	8452	20000433217	1842.346	1830.535	11.811	-0.0702	0.7014	
YBL056W	0.07293	9219	20003884018	2069.887	2083.945	-14.058	0.01266	0.876	
YBL057C	0.0887	4703	20002464153	903.561	904.305	-0.744	0.01598	0.1717	
YBL058W	0.2961	8917	20002489490	1899.250	1875.879	23.371	-0.004497	0.8014	
YBL059W	0.01267	3869	20000864666	813.643	808.619	5.024	-0.0273	0.12	
YBL060W	0.00546	13240	20003892034	3202.857	3230.737	-27.880	0.03503	2.387	
YBL061C	0.06041	14582	20001336274	3283.247	3253.456	29.791	-0.02314	1.986	
YBL063W	0.004451	21785	20001960677	5781.279	5840.549	-59.270	0.06685	8.97	
YBL064C	0.1106	5403	20016514335	1109.576	1112.526	-2.950	0.01815	0.256	
YBL066C	0.001105	24372	20001211200	6075.460	6077.436	-1.976	0.01963	9.336	
YBL067C	0.007985	14818	20000031169	3564.229	3520.079	44.150	-0.05109	2.44	
YBL068W	0.2072	7175	20004687564	1405.610	1412.604	-6.994	-0.005768	0.3765	
YBL069W	0.03191	8784	20003278224	1889.159	1892.632	-3.473	0.03367	0.6221	
YBL072C	11.06	4525	20010311290	841.003	836.273	4.729	-0.03121	0.0964	
YBL074C	0.004676	6360	20005963369	1540.344	1541.095	-0.751	0.006484	0.5561	
YBL075C	0.002516	14449	20001185167	3038.535	2996.024	42.510	-0.03905	1.615	
YBL076C	0.2965	22224	20000204992	5568.103	5495.655	72.448	0.03086	6.67	
YBL078C	0.03413	2402	20005193824	484.116	483.248	0.869	-0.009628	0.03667	
YBL079W	0.01312	31472	20001810621	8682.717	8446.193	236.524	-0.1008	15.57	
YBL080C	0.002522	11260	20002832802	2500.181	2465.701	34.480	0.00213	1.387	
YBL081W	0.06194	7558	20002482719	1605.026	1605.401	-0.375	-0.002483	0.7692	
YBL082C	0.04462	9775	20001782378	2039.523	2083.250	-43.727	0.1417	1.349	
YBL084C	0.0126	15718	20001805085	3627.591	3637.882	-10.291	0.0771	3.234	
YBL085W	0.03164	20315	20000234582	4983.373	4987.739	-4.366	0.05239	5.607	
YBL086C	0.01809	9636	20000418149	2086.767	2078.636	8.132	0.001579	0.8619	
YBL087C	7.181	3177	20004321945	569.718	569.619	0.098	0.0002854	0.05113	
YBL088C	0.002629	56104	20000206183	22745.006	23039.874	-294.868	0.1653	165.2	
YBL089W	0.0167	10086	20001343705	2059.402	2056.919	2.483	0.0007193	1.019	
YBL090W	0.0559	3457	20007623108	741.750	741.905	-0.155	0.008302	0.0869	
YBL091C	0.3904	8494	20001131204	1866.756	1845.787	20.970	-0.0001382	0.561	
YBL092W	5.544	2768	20009614428	539.947	538.309	1.638	-0.02693	0.05757	
YBL093C	0.06796	4520	20001949879	934.103	931.198	2.904	0.004189	0.1486	
YBL095W	0.02917	5674	20000522561	1146.622	1149.231	-2.609	-0.02052	0.2422	
YBL097W	0.00167	13926	20002624757	3582.769	3542.322	40.447	-0.02184	2.237	
YBL098W	0.01906	9517	20000157142	2052.162	2058.035	-5.873	0.01884	1.117	
YBL099W	0.2293	13225	20002966185	2503.970	2487.754	16.216	-0.05384	1.465	
YBL101C	0.02321	24140	20000511613	5796.222	5894.460	-98.237	0.08578	7.973	
YBL102W	0.0795	4858	20009144309	910.407	912.176	-1.769	0.0108	0.1709	
YBL103C	0.005756	10100	20001829605	2193.580	2172.285	21.296	-0.05316	1.034	
YBL104C	0.01457	21042	20000412737	5242.047	5258.884	-16.837	-0.03968	5.425	
YBL105C	0.008728	22744	20000353845	6074.210	6026.462	47.749	-0.02946	8.006	
YBL106C	0.004269	21800	20000365544	5204.231	5144.488	59.743	0.03697	5.84	
YBL107C	0.01805	3675	20001169135	829.092	824.347	4.745	-0.004495	0.1299	
YBL111C	0.00322	14140	20000169072	3132.547	3138.216	-5.670	-0.0002934	2.129	
YBL112C	0.3144	2168	20002048011	435.935	435.753	0.182	0.002093	0.0382	
YBL113C	0.04457	16551	20000725690	3855.585	3843.358	12.226	-0.03655	3.573	
YBR001C	0.01807	16301	20000305089	3762.162	3754.004	8.158	0.05039	3.248	
YBR002C	0.03481	6134	20002541156	1229.734	1219.394	10.339	-0.07071	0.3212	
YBR003W	0.02192	10590	20002163175	2145.452	2132.701	12.751	0.03992	0.9569	
YBR004C	0.04596	8978	20001374432	1917.732	1903.268	14.463	-0.03415	0.733	
YBR005W	0.06782	4793	20008213129	901.483	897.608	3.875	-0.06165	0.1614	
YBR006W	0.00943	11028	20000162632	2219.024	2212.400	6.624	-0.04166	0.9509	
YBR007C	0.00789	15513	20006113286	3513.483	3485.285	28.198	-0.03032	2.716	
YBR008C	0.009961	12207	20002349564	2504.187	2515.614	-11.427	0.05421	1.388	
YBR009C	0.9327	2443	20000445921	428.319	430.070	-1.751	0.03687	0.0467	
YBR010W	8.729	3223	20000113895	569.390	567.436	1.954	-0.0118	0.06492	
YBR011C	1.211	5672	20000631193	1220.977	1219.384	1.593	-0.002294	0.2677	
YBR013C	0.008822	2535	20012937941	537.424	533.058	4.365	-0.01161	0.04736	
YBR014C	0.1709	4192	20004495377	856.913	857.321	-0.408	0.04736	0.137	
YBR015C	0.07583	11946	20001126247	2719.875	2704.606	15.268	-0.009431	1.437	
YBR016W	0.394	2376	20006440269	532.167	533.884	-1.717	0.01177	0.06987	
YBR017C	0.03486	18532	20000976578	4557.925	4540.587	17.337	0.01437	4.783	
YBR018C	0.002649	7603	20001405771	1596.953	1620.799	-23.846	0.0905	0.7217	
YBR019C	0.002838	14410	20005898917	3242.725	3242.599	0.126	-0.0516	1.861	
YBR020W	0.001345	11502	20000183450	2393.991	2391.860	2.131	0.03363	1.228	
YBR021W	0.01162	13422	20002560199	2906.734	2931.634	-24.900	0.07963	1.685	
YBR022W	0.04004	3498	20006687193	743.401	742.767	0.634	0.01071	0.1198	
YBR023C	0.03619	24354	20000741693	6241.089	6159.952	81.137	0.0772	8.972	
YBR024W	0.02069	6340	20003324931	1299.217	1289.847	9.370	0.005989	0.2653	
YBR025C	0.7339	8260	20002549780	1730.035	1728.870	1.166	0.008275	0.5409	
YBR026C	0.05271	7918	20001081298	1665.809	1655.881	9.929	-0.04154	0.5801	
YBR028C	0.008253	10396	20001054815	2381.849	2347.449	34.400	-0.06138	1.132	
YBR029C	0.08614	9375	20003861435	2020.955	2042.294	-21.339	0.04918	0.9402	
YBR030W	0.004463	10832	20002465823	2516.615	2527.788	-11.173	0.04168	1.647	
YBR031W	7.696	8803	20000497759	1577.132	1566.326	10.806	-0.06079	0.4799	
YBR033W	0.0009323	18580	20002244160	4602.272	4540.583	61.689	-0.01623	4.404	
YBR034C	0.1513	6827	20012030766	1494.492	1506.553	-12.061	0.02809	0.4265	
YBR035C	0.2623	4769	20001490235	964.412	966.016	-1.604	0.004901	0.157	
YBR036C	0.2121	8802	20000840110	1816.199	1811.635	4.564	0.006775	0.7716	
YBR037C	0.01464	6463	20004901565	1266.760	1271.963	-5.202	0.06196	0.2749	
YBR038W	0.02252	20166	20001350675	4825.611	4804.530	21.081	-0.0491	5.245	
YBR039W	0.1783	6815	20000393140	1344.130	1350.013	-5.883	0.08752	0.4518	
YBR040W	0.006545	6371	20001905198	1285.691	1281.212	4.479	0.007632	0.3498	
YBR041W	0.1049	13910	20004144329	3156.443	3141.783	14.660	0.08194	2.043	
YBR042C	0.03551	8257	20003462281	1744.040	1726.809	17.231	-0.06459	0.5654	
YBR043C	0.009788	14846	20000395028	3257.045	3234.853	22.191	-0.05748	2.318	
YBR044C	0.006442	12195	20000561358	2603.359	2630.290	-26.931	0.06614	1.268	
YBR045C	0.002516	11122	20000469616	2656.667	2627.554	29.113	0.06804	1.416	
YBR046C	0.06737	7183	20000516923	1446.833	1446.870	-0.036	0.02714	0.4077	
YBR047W	0.01127	3521	20005056745	736.295	731.725	4.570	-0.01089	0.1174	
YBR048W	2.13	3435	20003710878	651.980	650.891	1.089	0.005681	0.06107	
YBR049C	0.05636	15273	20001511142	3920.332	3897.519	22.813	-0.06528	3.175	
YBR050C	0.01928	6488	20002071700	1456.103	1458.710	-2.607	-0.01431	0.4352	
YBR052C	0.2058	4300	20008955362	875.884	886.691	-10.806	0.03141	0.1689	
YBR053C	0.06684	7208	20000488895	1553.052	1550.730	2.322	-0.02147	0.4941	
YBR054W	0.1017	7218	20002741290	1482.967	1483.736	-0.769	-0.0006021	0.4131	
YBR055C	0.007054	18439	20001601404	4515.999	4505.219	10.780	-0.02048	5.63	
YBR056W	0.04721	9468	20000028040	2220.878	2208.230	12.648	-0.08309	0.7696	
YBR057C	0.01172	6944	20012507979	1615.920	1586.183	29.737	-0.05779	0.5494	
YBR058C	0.0396	15069	20001105916	3736.663	3724.863	11.800	-0.04378	3.008	
YBR059C	0.02528	22551	20000715356	5758.867	5841.456	-82.589	-0.02397	8.179	
YBR060C	0.01228	12517	20000405897	2871.858	2885.627	-13.768	0.04969	2.012	
YBR061C	0.09393	6375	20001240410	1337.845	1339.559	-1.714	-0.0004655	0.4204	
YBR062C	0.2979	3523	20002544068	755.091	751.843	3.248	-0.04557	0.1113	
YBR063C	0.01252	8090	20003592682	1780.824	1769.586	11.238	-0.05177	0.715	
YBR065C	0.004003	7519	20000415085	1595.292	1574.552	20.740	-0.07925	0.562	
YBR066C	0.02145	4330	20000274008	933.010	932.772	0.238	0.02887	0.1541	
YBR067C	0.6982	5369	20000603330	883.471	884.157	-0.686	-0.01429	0.1557	
YBR068C	0.09922	13050	20000321254	2799.295	2765.138	34.156	-0.06674	1.398	
YBR069C	0.2658	13423	20000664996	2905.674	2850.395	55.279	0.02051	1.516	
YBR070C	0.04578	5152	20002168829	1014.424	1014.022	0.403	0.03206	0.2409	
YBR071W	0.02923	4349	20000888383	892.903	888.785	4.118	-0.005396	0.2068	
YBR072W	0.02975	4328	20000721507	904.104	902.091	2.013	0.01164	0.1577	
YBR073W	0.111	18989	20002531694	4619.354	4678.459	-59.105	0.1082	5.343	
YBR074W	0.004177	20348	20002024519	4944.471	4972.324	-27.853	0.02556	6.257	
YBR076W	0.002367	6257	20008644998	1460.207	1470.861	-10.654	0.02034	0.4503	
YBR077C	0.03277	3042	20002599898	675.166	677.547	-2.381	0.0135	0.1182	
YBR078W	0.5424	10847	20001704562	2084.368	2094.622	-10.254	0.02089	1.058	
YBR079C	0.245	20552	20000877802	4902.140	4901.791	0.349	0.04451	5.092	
YBR080C	0.08344	15949	20001280790	3691.252	3621.564	69.688	-0.02152	2.982	
YBR081C	0.006609	25382	20001490903	7145.489	7226.314	-80.825	-0.1695	13.71	
YBR082C	1.265	3191	20005862522	613.547	614.227	-0.680	-0.03172	0.06054	
YBR083W	0.08904	9682	20003222325	2209.311	2185.435	23.876	-0.01724	1.136	
YBR084CA	1.476	4453	20004878227	795.720	796.066	-0.346	-0.003866	0.1076	
YBR084W	0.2036	21701	20000217337	4863.555	4921.169	-57.614	0.08399	4.777	
YBR085W	0.03843	6731	20000838711	1319.139	1318.533	0.606	-0.02344	0.3573	
YBR086C	0.2155	19859	20001413072	4730.524	4668.587	61.937	-0.08194	4.821	
YBR087W	0.08409	7571	20004261402	1561.200	1547.777	13.423	0.01008	0.5584	
YBR088C	0.3611	5475	20003056775	1102.626	1100.754	1.872	0.008123	0.3016	
YBR090C	0.06787	2797	20000930814	508.559	507.064	1.495	-0.01994	0.07262	
YBR091C	0.1748	2149	20005832520	450.934	451.492	-0.558	0.006769	0.03086	
YBR092C	0.5274	9522	20002533540	2056.667	2040.308	16.359	-0.09329	0.6483	
YBR093C	0.2518	9170	20002944005	2064.540	2069.825	-5.286	0.03353	0.848	
YBR094W	0.01827	14756	20000692172	3596.304	3523.390	72.915	-0.09539	2.562	
YBR095C	0.04418	8911	20002994290	1904.972	1906.929	-1.957	-0.03539	0.7547	
YBR096W	0.3083	4493	20002417677	971.069	967.368	3.701	-0.03653	0.2056	
YBR097W	0.005803	29505	20000841976	8178.712	8322.114	-143.402	0.05784	17.78	
YBR098W	0.001808	13493	20000152703	3224.684	3259.459	-34.775	0.01138	2.432	
YBR101C	0.1614	5963	20003706707	1251.122	1249.670	1.452	0.05176	0.4007	
YBR102C	0.006627	15469	20000080167	3603.616	3626.297	-22.680	-0.04667	3.465	
YBR103W	0.04038	11050	20003172828	2422.254	2399.113	23.142	-0.05819	1.264	
YBR104W	0.03652	7432	20002704500	1428.717	1428.028	0.689	-0.008141	0.4236	
YBR105C	0.02705	7363	20000763145	1574.269	1583.463	-9.194	0.04397	0.5483	
YBR106W	1.616	3754	20002666548	791.487	788.613	2.874	0.00659	0.1078	
YBR107C	0.01706	4916	20001045828	1038.516	1041.682	-3.166	-0.011	0.2607	
YBR108W	0.005819	20659	20002583135	4907.191	4838.471	68.719	0.02585	5.46	
YBR109C	0.5927	2948	20003161699	614.050	612.870	1.180	0.00387	0.08294	
YBR110W	0.03502	9070	20002981198	2010.606	1990.872	19.734	-0.01024	0.8584	
YBR111C	0.3505	4663	20000430170	985.318	972.377	12.941	-0.02262	0.1553	
YBR112C	0.0456	20479	20000127709	5054.951	5027.050	27.901	0.03739	6.434	
YBR114W	0.002993	15478	20000942861	3841.196	3797.167	44.028	-0.001733	2.767	
YBR115C	0.05816	30397	20002317952	7706.867	7701.792	5.075	-0.04724	13.66	
YBR117C	0.001251	14924	20001567042	3211.611	3143.612	67.999	-0.06791	1.774	
YBR118W	15.34	9826	20002004130	2015.988	2018.005	-2.017	-0.0469	0.6221	
YBR119W	0.02869	6301	20000983858	1307.222	1290.431	16.791	0.01206	0.4098	
YBR120C	0.03467	3309	20004900372	674.667	671.820	2.848	-0.0461	0.07369	
YBR121C	0.5913	14123	20000597560	3116.483	3104.981	11.502	-0.02843	1.962	
YBR122C	0.03535	3629	20004561429	745.907	740.142	5.765	-0.004545	0.0841	
YBR123C	0.02717	12923	20001112680	2966.951	3005.134	-38.183	0.03378	1.582	
YBR125C	0.04148	8176	20011086931	1727.598	1713.881	13.716	-0.0465	0.5679	
YBR126C	0.2723	10180	20002970169	2222.581	2218.427	4.154	-0.004312	0.9114	
YBR127C	0.4815	11282	20001465576	2345.535	2327.066	18.470	-0.03386	1.045	
YBR128C	0.004076	6636	20000278724	1497.699	1483.561	14.137	-0.05332	0.4305	
YBR129C	0.02591	6208	20003448506	1411.624	1410.761	0.862	-0.005808	0.3636	
YBR130C	0.02499	8412	20011973430	1895.724	1883.880	11.844	0.01686	0.8053	
YBR131W	0.00627	13508	20000462694	3285.647	3252.963	32.684	-0.1735	2.23	
YBR132C	0.005439	12752	20001623291	2749.082	2736.825	12.257	0.03613	1.446	
YBR133C	0.0215	16989	20000798187	4027.490	4009.733	17.757	-0.07808	3.837	
YBR135W	0.1703	2944	20012818082	631.344	629.468	1.876	-0.007316	0.1046	
YBR136W	0.002926	48520	20000048250	17658.634	17307.221	351.413	-0.1006	88.94	
YBR137W	0.0964	3557	20000822435	749.151	744.198	4.953	-0.04872	0.1048	
YBR138C	0.001973	10040	20004270638	2340.843	2337.904	2.938	-0.1042	1.053	
YBR139W	0.1156	10402	20000309254	2280.179	2286.075	-5.896	0.06387	1.035	
YBR140C	0.005786	64704	20000023849	28452.451	27633.689	818.762	0.1651	240.9	
YBR141C	0.03977	6874	20002216527	1484.239	1454.055	30.185	-0.08846	0.448	
YBR142W	0.1166	15913	20000986484	3781.593	3759.464	22.129	0.07948	3.48	
YBR143C	0.4094	9034	20000748657	1913.577	1922.374	-8.797	0.001676	0.6004	
