ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL047C	0.006219	11808	20002135306	3402.335	3336.576	65.759	-0.02748	3.099	
YAL048C	0.00264	13636	20001146610	3566.578	3524.694	41.884	-0.11	3.342	
YAL049C	0.2205	4349	20004079421	1417.380	1387.020	30.360	-0.2205	0.2673	
YAL051W	0.01629	20906	20000377153	5980.763	5497.875	482.888	-0.5697	5.518	
YAL053W	0.148	12504	20000108625	4224.912	3818.816	406.095	-0.7866	1.952	
YAL054C	0.003736	15737	20002082123	3872.254	3795.883	76.371	-0.06834	3.068	
YAL055W	0.08669	3584	20003587888	1124.039	1113.987	10.052	-0.1227	0.2124	
YAL056W	0.0126	17768	20003488107	4824.543	4658.235	166.309	-0.3167	4.673	
YAL058W	0.05662	9874	20002957223	2668.879	2589.000	79.879	-0.3498	1.24	
YAL059W	0.1477	3933	20003271551	1276.123	1249.770	26.353	-0.1736	0.294	
YAL060W	0.1071	7166	20001519754	2064.476	1999.668	64.808	-0.2844	0.5993	
YAL061W	0.01077	8788	20003630228	2241.786	2218.144	23.642	-0.1413	0.9935	
YAL062W	0.02865	9780	20003273579	2425.232	2407.776	17.457	-0.1038	1.015	
YAL063C	0.000671	31771	20000507677	8248.040	8018.677	229.363	-0.1206	17.96	
YAL064CA	0.004815	2682	20026757253	896.292	883.838	12.454	-0.01937	0.2129	
YAL064W	0.005307	2271	20003452340	813.690	811.665	2.025	-0.02252	0.2411	
YAL064WB	0.005464	2923	20005108341	889.691	888.184	1.508	0.002078	0.1984	
YAL065C	0.002324	3048	20009812898	902.430	900.865	1.565	0.007695	0.2661	
YAL067C	0.003482	11905	20000298309	3167.384	3153.107	14.277	0.004459	2.551	
YAL068C	0.05321	2794	20001826893	863.976	858.311	5.665	-0.05349	0.1632	
YAR002CA	0.3306	3357	20006228348	1303.967	1266.816	37.152	-0.2559	0.2307	
YAR002W	0.08884	10053	20004794116	2886.229	2723.538	162.691	-0.4432	1.067	
YAR003W	0.01736	8579	20000388390	2298.971	2291.699	7.272	-0.1004	1.234	
YAR007C	0.07204	11238	20004551692	3329.537	3138.871	190.666	-0.4629	1.685	
YAR008W	0.06365	5436	20001269215	1571.698	1536.717	34.982	-0.1923	0.5022	
YAR014C	0.01781	13594	20001261927	3799.935	3689.604	110.331	-0.2641	3.008	
YAR015W	0.2413	5052	20004447939	1718.195	1640.333	77.861	-0.3721	0.4084	
YAR018C	0.02681	8185	20002311015	2370.148	2310.523	59.626	-0.191	1.129	
YAR019C	0.004468	20428	20001791497	5435.895	5338.357	97.538	-0.1335	7.379	
YAR020C	0.9946	964	20000988560	580.166	574.573	5.592	-0.16	0.0622	
YAR023C	0.005318	3600	20014880426	1129.195	1121.710	7.485	-0.01893	0.2756	
YAR027W	0.05885	4632	20002704731	1375.233	1361.193	14.039	-0.0901	0.387	
YAR028W	0.02089	4609	20003038940	1378.972	1349.828	29.143	-0.1752	0.3917	
YAR029W	0.002071	1290	20005003785	661.425	661.317	0.109	-0.0242	0.1652	
YAR031W	0.002175	5694	20001230224	1668.482	1666.310	2.172	-0.06442	0.7019	
YAR033W	0.0186	5002	20010346448	1390.074	1366.381	23.694	-0.08419	0.4209	
YAR035W	0.01023	15056	20001777273	3770.385	3653.709	116.675	-0.1825	3.015	
YAR042W	0.01532	23416	20000912269	6850.415	6409.546	440.869	-0.5501	8.054	
YAR050W	0.001264	37298	20000144291	9973.677	9801.244	172.433	-0.11	27.55	
YAR064W	0.001266	2019	20014333824	771.706	768.403	3.303	-0.07329	0.1938	
YAR066W	0.005157	4979	20002835148	1225.557	1229.155	-3.598	-0.04686	0.4044	
YAR068W	0.01535	4175	20004879006	1068.585	1054.032	14.553	-0.07457	0.5914	
YAR071W	0.3374	6346	20000878015	2480.835	2345.689	135.145	-0.4779	0.6823	
YBL001C	0.2903	1897	20015442787	793.209	780.229	12.980	-0.1992	0.1079	
YBL002W	0.7558	2170	20029265597	909.389	888.887	20.502	-0.2477	0.1295	
YBL003C	0.7568	2100	20003947645	915.955	892.919	23.035	-0.2239	0.1067	
YBL004W	0.01949	43784	20000199971	20598.501	14520.573	6077.928	-2.862	36.85	
YBL005W	0.02043	18921	20000651315	5405.301	5135.665	269.635	-0.5494	5.625	
YBL006C	0.1949	3437	20001667484	1134.172	1104.637	29.535	-0.2451	0.2226	
YBL007C	0.1244	18122	20002325736	7345.621	6080.501	1265.120	-1.478	5.177	
YBL008W	0.004643	17677	20000207840	4631.381	4510.172	121.209	-0.2038	4.847	
YBL009W	0.008552	13881	20001435944	3678.817	3613.083	65.734	-0.1595	3.666	
YBL010C	0.004229	5403	20005141050	1595.096	1603.164	-8.068	0.05361	0.8517	
YBL011W	0.05449	14400	20000070548	4115.195	3830.867	284.328	-0.6082	2.566	
YBL013W	0.001373	9202	20000178212	2191.482	2199.929	-8.447	0.007952	1.242	
