ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL024C	0.002008	29214	20003122783	8346.989	8054.737	292.251	-0.2507	15.98	
YAL025C	0.08824	5406	20003407626	1376.943	1355.847	21.096	-0.1288	0.2319	
YAL026C	0.003022	28028	20000541519	7621.496	7465.360	156.137	-0.0919	12.07	
YAL027W	0.02962	5480	20001127378	1181.784	1174.659	7.125	-0.0353	0.3152	
YAL028W	0.00626	10876	20001752716	2467.616	2466.891	0.725	-0.01151	1.4	
YAL029C	0.0107	28825	20000512284	8504.501	7795.066	709.436	-0.7081	11.61	
YAL030W	0.2404	2434	20001114328	544.385	539.646	4.739	-0.05079	0.0394	
YAL031C	0.01527	16111	20002218830	3770.311	3638.496	131.815	-0.2767	2.856	
YAL032C	0.005799	8169	20014685608	1724.264	1725.097	-0.833	0.002848	0.5075	
YAL033W	0.07453	3326	20012257383	785.515	775.546	9.969	-0.07516	0.1012	
YAL034C	0.001526	8722	20001689059	1905.630	1895.576	10.054	-0.005583	0.9334	
YAL034WA	0.006985	5938	20002274616	1310.896	1300.873	10.022	-0.04323	0.4136	
YAL035W	0.2857	12219	20002081684	5267.306	4454.967	812.339	-1.029	2.291	
YAL036C	0.3492	6226	20017731582	1692.366	1601.605	90.761	-0.3249	0.3457	
YAL037W	0.008014	5475	20000779684	1202.909	1211.808	-8.899	0.01477	0.3747	
YAL038W	14.56	1218	20007593917	2294.236	2144.634	149.602	-0.4633	0.3609	
YAL039C	0.2378	4895	20000036543	1216.896	1178.442	38.454	-0.226	0.2084	
YAL040C	0.01916	12570	20000475167	2759.283	2699.992	59.291	-0.1358	1.781	
YAL041W	0.01412	16918	20001127013	4269.861	4134.012	135.849	-0.2128	3.504	
YAL042W	0.4625	5927	20008908623	1887.502	1793.254	94.248	-0.3376	0.2795	
YAL043C	0.02276	16115	20003515401	3872.270	3722.740	149.529	-0.3598	3.21	
YAL044C	1.007	2458	20000716739	770.642	752.428	18.213	-0.1621	0.05538	
YAL046C	0.06163	2452	20005738742	547.625	546.920	0.705	-0.0216	0.06715	
YAL047C	0.006219	11831	20000901537	2936.354	2942.792	-6.438	-0.08739	2.267	
YAL048C	0.00264	13883	20001120739	3174.570	3177.401	-2.831	-0.06112	2.729	
YAL049C	0.2205	4701	20014297288	1101.293	1079.413	21.879	-0.1364	0.1369	
YAL051W	0.01629	20766	20001118375	5578.593	5192.315	386.278	-0.3923	5.438	
YAL053W	0.148	13488	20002243054	3817.357	3480.266	337.091	-0.6515	1.546	
YAL054C	0.003736	15799	20000403729	3417.639	3403.289	14.350	-0.06269	2.358	
YAL055W	0.08669	3670	20000772762	814.268	813.034	1.234	3.645e-05	0.1167	
YAL056W	0.0126	17968	20000843588	4385.744	4281.039	104.705	-0.2201	3.616	
YAL058W	0.05662	10107	20000063414	2317.295	2247.123	70.172	-0.246	0.8228	
YAL059W	0.1477	4290	20004293538	955.216	939.591	15.625	-0.1022	0.117	
YAL060W	0.1071	7364	20001061147	1735.394	1683.821	51.573	-0.2101	0.3993	
YAL061W	0.01077	8808	20000926723	1906.788	1904.512	2.277	0.007412	0.6815	
YAL062W	0.02865	9562	20002134414	2076.226	2057.393	18.833	-0.1166	0.643	
YAL063C	0.000671	31901	20000709510	7570.895	7525.827	45.068	-0.09658	15.9	
YAL064CA	0.004815	2792	20004291263	581.598	580.646	0.951	-0.00171	0.07804	
YAL064W	0.005307	2374	20007787819	507.812	509.236	-1.424	0.0138	0.08624	
YAL064WB	0.005464	3005	20000330403	581.679	580.826	0.854	-0.02371	0.07143	
YAL065C	0.002324	2964	20010808733	593.362	590.567	2.795	-0.003727	0.07015	
YAL067C	0.003482	12003	20001772115	2793.503	2769.313	24.190	-0.01841	1.788	
YAL068C	0.05321	2882	20000881260	555.742	553.432	2.310	-0.03418	0.05701	
YAR002CA	0.3306	3790	20003097384	979.993	961.335	18.658	-0.1611	0.1112	
YAR002W	0.08884	10450	20002187945	2493.859	2394.653	99.207	-0.3453	0.8177	
YAR003W	0.01736	8499	20001763219	1970.118	1929.168	40.950	-0.09917	0.7072	
YAR007C	0.07204	11440	20003766995	2933.789	2793.727	140.062	-0.3558	1.147	
YAR008W	0.06365	5526	20002847008	1243.997	1231.614	12.384	-0.0565	0.2876	
YAR014C	0.01781	13594	20000540276	3414.665	3329.004	85.660	-0.1474	2.345	
YAR015W	0.2413	5598	20008310254	1380.135	1336.259	43.876	-0.2	0.2209	
YAR018C	0.02681	8406	20002830733	2002.700	1968.203	34.497	-0.1476	0.8425	
YAR019C	0.004468	20527	20000063288	5060.385	4945.075	115.310	-0.1078	6.078	
YAR020C	0.9946	1219	20003156605	283.612	281.967	1.645	-0.05224	0.01001	
YAR023C	0.005318	3707	20001986446	810.090	811.233	-1.143	0.02728	0.1027	
YAR027W	0.05885	4814	20007285253	1058.556	1050.440	8.116	-0.03137	0.1822	
YAR028W	0.02089	4665	20001599387	1051.989	1046.994	4.995	-0.03558	0.2118	
YAR029W	0.002071	1316	20000048306	362.661	364.363	-1.702	0.04149	0.03299	
YAR031W	0.002175	5716	20008388876	1335.962	1343.685	-7.723	0.0388	0.337	
YAR033W	0.0186	5036	20000226500	1058.179	1061.029	-2.850	0.03899	0.2854	
YAR035W	0.01023	15109	20001158193	3332.446	3242.506	89.939	-0.1313	1.957	
YAR042W	0.01532	23117	20000573077	6304.442	5945.497	358.945	-0.5464	6.36	
YAR050W	0.001264	37064	20000484634	9227.961	9150.286	77.674	-0.1667	22.99	
YAR064W	0.001266	2041	20005763859	468.141	466.292	1.849	-0.03701	0.04633	
YAR066W	0.005157	4897	20003254856	919.139	913.808	5.332	-0.008742	0.1955	
YAR068W	0.01535	4216	20004082328	738.884	745.273	-6.389	0.02717	0.2074	
YAR071W	0.3374	6909	20000112114	2137.206	2028.259	108.947	-0.3631	0.4503	
YBL001C	0.2903	2097	20002409835	487.841	486.760	1.081	-0.02735	0.04456	
YBL002W	0.7558	2336	20008927566	600.360	591.997	8.363	-0.1367	0.05034	
YBL003C	0.7568	2644	20006149124	608.832	597.721	11.111	-0.1225	0.05723	
YBL004W	0.01949	43947	20001606399	19126.334	14133.267	4993.067	-2.758	37.33	
YBL005W	0.02043	19125	20000432267	5070.487	4755.967	314.520	-0.4416	4.327	
YBL006C	0.1949	3622	20002057679	818.378	808.172	10.207	-0.09393	0.1177	
YBL007C	0.1244	18845	20000548681	7057.404	5752.590	1304.814	-1.301	4.622	
YBL008W	0.004643	17549	20000775780	4174.145	4153.951	20.194	-0.05195	4.051	
YBL009W	0.008552	13733	20001000175	3286.924	3207.861	79.063	-0.1765	2.655	
YBL010C	0.004229	5507	20011817118	1258.792	1263.596	-4.803	-0.01193	0.3742	
YBL011W	0.05449	14566	20001596668	3695.287	3460.442	234.845	-0.519	1.773	
YBL013W	0.001373	9136	20001384246	1861.662	1852.497	9.164	0.02308	0.8366	
