ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL048C	0.00264	13943	20002157375	2652.411	2652.462	-0.051	0.0001022	1.933e-06	
YAL049C	0.2205	5045	20003864483	988.052	988.050	0.002	-2.041e-06	1.62e-07	
YAL051W	0.01629	21194	20000575917	4193.082	4192.965	0.117	-8.39e-05	3.847e-06	
YAL053W	0.148	17046	20000733908	3136.585	3136.607	-0.023	0.0001041	2.28e-06	
YAL054C	0.003736	15696	20000258142	2856.435	2856.460	-0.025	3.228e-05	1.611e-06	
YAL055W	0.08669	3712	20001517273	724.025	724.028	-0.003	-2.791e-06	8.026e-08	
YAL056W	0.0126	17847	20000521524	3524.638	3524.686	-0.048	-3.232e-05	2.327e-06	
YAL058W	0.05662	10531	20000817933	2012.246	2012.238	0.009	2.245e-06	8.116e-07	
YAL059W	0.1477	4442	20002886481	852.042	852.041	0.001	6.513e-06	1.171e-07	
YAL060W	0.1071	7980	20005151149	1532.121	1532.134	-0.013	1.439e-05	4.273e-07	
YAL061W	0.01077	8968	20000225700	1672.163	1672.149	0.015	-3.951e-05	4.286e-07	
YAL062W	0.02865	9927	20003838609	1832.193	1832.171	0.022	-3.197e-05	4.992e-07	
YAL063C	0.000671	31771	20000524873	5293.799	5293.800	-0.001	4.431e-05	6.74e-06	
YAL064CA	0.004815	2703	20003606553	508.016	508.013	0.003	-1.347e-05	3.493e-08	
YAL064W	0.005307	2242	20011879676	436.012	436.013	-0.001	2.086e-06	5.402e-08	
YAL064WB	0.005464	2961	20007561123	508.012	508.016	-0.003	1.074e-05	4.421e-08	
YAL065C	0.002324	3005	20000215776	516.016	516.017	-0.001	1.428e-05	6.741e-08	
YAL067C	0.003482	11997	20001090822	2376.302	2376.326	-0.024	3.597e-05	1.137e-06	
YAL068C	0.05321	2898	20008959126	484.012	484.013	-0.001	-6.384e-06	3.986e-08	
YAR002CA	0.3306	4525	20001655349	880.045	880.040	0.004	-1.571e-05	1.401e-07	
YAR002W	0.08884	11442	20002099075	2160.262	2160.275	-0.012	4.246e-05	9.161e-07	
YAR003W	0.01736	8549	20000529053	1708.177	1708.156	0.022	-7.485e-05	5.818e-07	
YAR007C	0.07204	12655	20001436229	2488.369	2488.346	0.023	1.736e-05	1.224e-06	
YAR008W	0.06365	5664	20002480474	1104.062	1104.077	-0.015	2.684e-05	2.586e-07	
YAR014C	0.01781	13543	20002755812	2832.446	2832.468	-0.023	5.736e-05	1.72e-06	
YAR015W	0.2413	6353	20000601037	1228.084	1228.089	-0.004	1.122e-05	2.938e-07	
YAR018C	0.02681	8573	20002677183	1744.178	1744.185	-0.007	7.985e-06	6.878e-07	
YAR019C	0.004468	20369	20000720085	3900.863	3900.825	0.038	-0.0001	3.494e-06	
YAR020C	0.9946	1365	20024771769	224.003	224.002	0.000	-1.589e-05	8.046e-09	
YAR023C	0.005318	3743	20001647651	720.031	720.028	0.003	-9.888e-06	7.315e-08	
YAR027W	0.05885	4735	20008986301	944.044	944.049	-0.005	-2.162e-06	1.373e-07	
YAR028W	0.02089	4767	20001336351	940.049	940.039	0.010	-7.845e-05	1.513e-07	
YAR029W	0.002071	1355	20017731741	300.006	300.006	0.000	1.745e-05	2.708e-08	
YAR031W	0.002175	5768	20004889701	1196.079	1196.088	-0.009	6.584e-05	2.689e-07	
YAR033W	0.0186	4983	20002485063	940.054	940.043	0.010	-4.432e-05	1.509e-07	
YAR035W	0.01023	15062	20001716267	2752.430	2752.432	-0.002	-4.065e-05	1.557e-06	
YAR042W	0.01532	24159	20000048195	4757.246	4757.300	-0.054	3.939e-05	4.445e-06	
YAR050W	0.001264	37090	20000062391	6154.201	6154.265	-0.065	-0.0001147	8.39e-06	
YAR064W	0.001266	2082	20002937671	400.010	400.010	-0.000	6.867e-06	4.106e-08	
YAR066W	0.005157	4589	20004266053	816.041	816.033	0.008	-2.751e-05	1.223e-07	
YAR068W	0.01535	4309	20000693218	648.031	648.039	-0.008	6.324e-05	1.786e-07	
YAR071W	0.3374	9214	20000207331	1872.184	1872.185	-0.001	1.652e-05	6.482e-07	
YBL001C	0.2903	2143	20006316747	420.009	420.010	-0.000	4.106e-07	3.124e-08	
YBL002W	0.7558	3020	20004459764	528.014	528.014	-0.000	-8.582e-06	5.308e-08	
YBL003C	0.7568	3163	20000765577	532.017	532.019	-0.002	8.739e-06	6.901e-08	
YBL004W	0.01949	51520	20001686412	9982.113	9981.771	0.342	-0.0001342	2.347e-05	
YBL005W	0.02043	19913	20000060329	3908.901	3908.934	-0.034	8.837e-05	3.543e-06	
YBL006C	0.1949	3811	20001776894	724.036	724.034	0.001	1.188e-05	1.083e-07	
YBL007C	0.1244	26604	20004016505	4981.566	4981.540	0.026	2.547e-05	5.608e-06	
YBL008W	0.004643	17675	20001529198	3364.635	3364.655	-0.021	-9.193e-06	2.398e-06	
YBL009W	0.008552	13999	20002630775	2708.473	2708.442	0.031	-2.785e-05	1.858e-06	
YBL010C	0.004229	5569	20001687019	1124.087	1124.075	0.012	-3.793e-06	2.905e-07	
YBL011W	0.05449	15848	20000161202	3040.518	3040.520	-0.002	-2.164e-06	1.722e-06	
YBL013W	0.001373	9153	20000917399	1608.169	1608.164	0.005	1.156e-05	5.543e-07	
