ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YAL060W	0.1071	8050	20001248531	1533.379	1533.261	0.119	-0.0001809	3.971e-05	
YAL061W	0.01077	9089	20001975303	1673.585	1673.552	0.032	-1.096e-05	4.918e-05	
YAL062W	0.02865	9574	20006324176	1833.908	1833.820	0.089	0.0003427	4.981e-05	
YAL063C	0.000671	32027	20000019605	5309.366	5309.505	-0.139	-5.368e-05	0.0006504	
YAL064CA	0.004815	2739	20004093201	508.148	508.140	0.008	2.82e-05	5.574e-06	
YAL064W	0.005307	2201	20001561066	436.097	436.112	-0.016	-0.0001681	5.225e-06	
YAL064WB	0.005464	2992	20002450153	508.128	508.150	-0.022	3.042e-05	4.78e-06	
YAL065C	0.002324	3050	20011815959	516.184	516.182	0.002	0.0003384	6.182e-06	
YAL067C	0.003482	11966	20005173148	2378.920	2379.096	-0.176	-6.107e-05	0.0001194	
YAL068C	0.05321	2854	20004757883	484.120	484.117	0.003	-0.0001394	3.127e-06	
YAR002CA	0.3306	4506	20001437944	880.407	880.431	-0.025	1.947e-05	1.305e-05	
YAR002W	0.08884	11354	20000411928	2162.502	2162.345	0.157	-0.0005904	7.412e-05	
YAR003W	0.01736	8610	20000535691	1709.640	1709.614	0.026	-0.000313	5.832e-05	
YAR007C	0.07204	12569	20000266294	2491.376	2491.630	-0.254	0.0005917	0.0001246	
YAR008W	0.06365	5724	20000562316	1104.655	1104.729	-0.074	5.768e-05	2.281e-05	
YAR014C	0.01781	13737	20000106026	2836.414	2836.456	-0.042	-5.102e-05	0.0001689	
YAR015W	0.2413	6357	20000348235	1228.858	1228.849	0.009	-5.707e-06	2.901e-05	
YAR018C	0.02681	8424	20002401622	1745.923	1745.770	0.153	-0.0002067	6.04e-05	
YAR019C	0.004468	20366	20000066288	3909.141	3908.388	0.754	-0.0007491	0.0003504	
YAR020C	0.9946	1479	20040354005	224.027	224.032	-0.005	0.0001227	9.203e-07	
YAR023C	0.005318	3663	20012196716	720.295	720.304	-0.010	5.899e-06	8.809e-06	
YAR027W	0.05885	4735	20008989132	944.510	944.476	0.034	-0.0002151	1.629e-05	
YAR028W	0.02089	4555	20002930789	940.478	940.493	-0.015	-8.53e-05	1.688e-05	
YAR029W	0.002071	1321	20025226415	300.040	300.056	-0.016	6.75e-05	2.243e-06	
YAR031W	0.002175	5703	20001960625	1196.755	1196.753	0.003	-0.0001699	2.604e-05	
YAR033W	0.0186	4925	20000327521	940.527	940.507	0.019	-6.253e-05	1.63e-05	
YAR035W	0.01023	14919	20000825032	2756.428	2756.261	0.167	-0.0005854	0.0001466	
YAR042W	0.01532	23973	20000230858	4769.019	4768.248	0.772	-0.0004627	0.000445	
YAR050W	0.001264	37233	20000057539	6175.703	6176.367	-0.664	0.0005256	0.0009061	
YAR064W	0.001266	2025	20002789255	400.085	400.117	-0.032	0.0002923	3.569e-06	
YAR066W	0.005157	4917	20016283613	816.408	816.331	0.077	-0.0003861	1.293e-05	
YAR068W	0.01535	4224	20001294554	648.344	648.376	-0.033	0.0004557	1.503e-05	
YAR071W	0.3374	9236	20002741528	1873.985	1874.059	-0.074	0.0007268	6.81e-05	
YBL001C	0.2903	2216	20002270954	420.086	420.084	0.003	-0.0001214	2.506e-06	
YBL002W	0.7558	3081	20015509195	528.158	528.169	-0.011	0.0001181	5.864e-06	
YBL003C	0.7568	3360	20001473397	532.175	532.173	0.001	1.725e-05	6.863e-06	
YBL004W	0.01949	51528	20000712497	10034.885	10035.521	-0.637	-0.0004306	0.002318	
YBL005W	0.02043	19792	20000696721	3916.906	3916.788	0.118	0.000159	0.0003164	
YBL006C	0.1949	3940	20004525178	724.317	724.343	-0.026	7.844e-05	1.045e-05	
YBL007C	0.1244	26704	20001207232	4994.661	4995.024	-0.363	-0.0002976	0.0005503	
YBL008W	0.004643	17608	20001236360	3370.287	3370.512	-0.225	-0.0001404	0.0002524	
YBL009W	0.008552	14041	20003432950	2712.281	2712.256	0.025	-3.655e-05	0.0001518	
YBL010C	0.004229	5479	20003727081	1124.660	1124.763	-0.103	6.095e-05	2.828e-05	
YBL011W	0.05449	15978	20000659448	3045.137	3045.073	0.064	-0.0005113	0.0001838	
YBL013W	0.001373	8891	20000928109	1609.492	1609.694	-0.201	0.0002456	6.084e-05	
